Start,End,Name,CountsAsWork,CountsAsSleep,InfernalDay
2026-02-03 23:50:52,2026-02-03 23:56:54,work,True,False,2026-02-03
2026-02-03 23:56:54,2026-02-04 01:43:16,work,True,False,2026-02-03
2026-02-04 01:43:16,2026-02-04 01:43:25,clope,False,False,2026-02-03
2026-02-04 01:43:25,2026-02-04 03:13:47,work,True,False,2026-02-03
2026-02-04 03:13:47,2026-02-04 03:13:54,clope,False,False,2026-02-03
2026-02-04 03:13:54,2026-02-04 03:30:24,work,True,False,2026-02-03
2026-02-04 03:30:24,2026-02-04 03:42:16,manger,False,False,2026-02-03
2026-02-04 03:42:16,2026-02-04 03:42:35,sleep,False,True,2026-02-03
2026-02-04 03:42:35,2026-02-04 10:10:35,SLEEP_OFFLINE,False,True,2026-02-03
2026-02-04 10:10:35,2026-02-04 10:14:48,sleep,False,True,2026-02-04
2026-02-04 10:14:48,2026-02-04 10:47:42,reveille,False,False,2026-02-04
2026-02-04 10:47:42,2026-02-04 11:09:41,work,True,False,2026-02-04
2026-02-04 11:09:41,2026-02-04 11:23:53,douche,False,False,2026-02-04
2026-02-04 11:23:53,2026-02-04 11:45:23,menage,False,False,2026-02-04
2026-02-04 11:45:23,2026-02-04 12:00:30,clope,False,False,2026-02-04
2026-02-04 12:00:30,2026-02-04 12:16:23,work,True,False,2026-02-04
2026-02-04 12:16:23,2026-02-04 12:30:57,clope,False,False,2026-02-04
2026-02-04 12:30:57,2026-02-04 13:03:23,work,True,False,2026-02-04
2026-02-04 13:03:23,2026-02-04 13:14:33,SLEEP_OFFLINE,False,True,2026-02-04
2026-02-04 13:14:33,2026-02-04 13:15:03,sleep,False,True,2026-02-04
2026-02-04 13:15:03,2026-02-04 13:16:33,work,True,False,2026-02-04
2026-02-04 13:16:33,2026-02-04 13:26:19,clope,False,False,2026-02-04
2026-02-04 13:26:19,2026-02-04 13:28:08,work,True,False,2026-02-04
2026-02-04 13:28:08,2026-02-04 14:34:29,marche,False,False,2026-02-04
2026-02-04 14:34:29,2026-02-04 14:44:22,menage,False,False,2026-02-04
2026-02-04 14:44:22,2026-02-04 14:55:44,clope,False,False,2026-02-04
2026-02-04 14:55:44,2026-02-04 16:00:26,menage,False,False,2026-02-04
2026-02-04 16:00:26,2026-02-04 16:00:28,clope,False,False,2026-02-04
2026-02-04 16:00:28,2026-02-04 16:00:34,clope,False,False,2026-02-04
2026-02-04 16:00:34,2026-02-04 17:02:42,menage,False,False,2026-02-04
2026-02-04 17:02:42,2026-02-04 17:16:50,clope,False,False,2026-02-04
2026-02-04 17:16:50,2026-02-04 17:20:01,glandouille,False,False,2026-02-04
2026-02-04 17:20:01,2026-02-04 17:35:50,work,True,False,2026-02-04
2026-02-04 17:35:50,2026-02-04 17:42:39,SLEEP_OFFLINE,False,True,2026-02-04
2026-02-04 17:42:39,2026-02-04 17:43:01,sleep,False,True,2026-02-04
2026-02-04 17:43:01,2026-02-04 18:13:39,clope,False,False,2026-02-04
2026-02-04 18:13:39,2026-02-04 19:13:17,work,True,False,2026-02-04
2026-02-04 19:13:17,2026-02-04 20:03:58,glandouille,False,False,2026-02-04
2026-02-04 20:03:58,2026-02-04 20:05:32,work,True,False,2026-02-04
2026-02-04 20:05:32,2026-02-04 20:30:07,manger,False,False,2026-02-04
2026-02-04 20:30:07,2026-02-04 20:30:15,work,True,False,2026-02-04
2026-02-04 20:30:15,2026-02-04 20:30:19,clope,False,False,2026-02-04
2026-02-04 20:30:19,2026-02-04 21:14:43,work,True,False,2026-02-04
2026-02-04 21:14:43,2026-02-04 21:41:22,clope,False,False,2026-02-04
2026-02-04 21:41:22,2026-02-04 21:41:34,clope,False,False,2026-02-04
2026-02-04 21:41:34,2026-02-04 22:43:43,work,True,False,2026-02-04
2026-02-04 22:43:43,2026-02-05 10:00:00,SLEEP_OFFLINE,False,True,2026-02-04
2026-02-05 10:00:00,2026-02-05 10:30:00,reveille,False,False,2026-02-05
2026-02-05 10:30:00,2026-02-05 10:40:00,clope,False,False,2026-02-05
2026-02-05 10:40:00,2026-02-05 12:00:00,work,True,False,2026-02-05
2026-02-05 12:00:00,2026-02-05 12:10:00,clope,False,False,2026-02-05
2026-02-05 12:10:00,2026-02-05 12:20:00,beer,False,False,2026-02-05
2026-02-05 12:20:00,2026-02-05 14:00:00,work,True,False,2026-02-05
2026-02-05 14:00:00,2026-02-05 14:10:00,clope,False,False,2026-02-05
2026-02-05 14:10:00,2026-02-05 14:20:00,beer,False,False,2026-02-05
2026-02-05 14:20:00,2026-02-05 16:00:00,work,True,False,2026-02-05
2026-02-05 16:00:00,2026-02-05 16:10:00,clope,False,False,2026-02-05
2026-02-05 16:10:00,2026-02-05 16:20:00,beer,False,False,2026-02-05
2026-02-05 16:20:00,2026-02-05 18:00:00,work,True,False,2026-02-05
2026-02-05 18:00:00,2026-02-05 18:10:00,clope,False,False,2026-02-05
2026-02-05 18:10:00,2026-02-05 18:20:00,beer,False,False,2026-02-05
2026-02-05 18:20:00,2026-02-05 20:00:00,work,True,False,2026-02-05
2026-02-05 20:00:00,2026-02-05 20:10:00,clope,False,False,2026-02-05
2026-02-05 20:10:00,2026-02-05 20:20:00,beer,False,False,2026-02-05
2026-02-05 20:20:00,2026-02-05 20:50:00,manger,False,False,2026-02-05
2026-02-05 20:50:00,2026-02-05 21:00:00,beer,False,False,2026-02-05
2026-02-05 21:00:00,2026-02-05 22:00:00,work,True,False,2026-02-05
2026-02-05 22:00:00,2026-02-05 22:10:00,clope,False,False,2026-02-05
2026-02-05 22:10:00,2026-02-05 22:20:00,beer,False,False,2026-02-05
2026-02-05 22:20:00,2026-02-06 00:00:00,work,True,False,2026-02-05
2026-02-06 00:00:00,2026-02-06 00:10:00,clope,False,False,2026-02-05
2026-02-06 00:10:00,2026-02-06 00:20:00,beer,False,False,2026-02-05
2026-02-06 00:20:00,2026-02-06 02:00:00,work,True,False,2026-02-05
2026-02-06 02:00:00,2026-02-06 02:10:00,clope,False,False,2026-02-05
2026-02-06 02:10:00,2026-02-06 02:20:00,beer,False,False,2026-02-05
2026-02-06 02:20:00,2026-02-06 03:30:00,work,True,False,2026-02-05
2026-02-06 03:30:00,2026-02-06 03:35:00,clope,False,False,2026-02-05
2026-02-06 03:35:00,2026-02-06 03:35:30,sleep,False,True,2026-02-05
2026-02-06 03:35:30,2026-02-06 12:00:00,SLEEP_OFFLINE,False,True,2026-02-05
2026-02-06 12:00:00,2026-02-06 12:30:00,reveille,False,False,2026-02-06
2026-02-06 12:30:00,2026-02-06 20:45:00,idle,False,False,2026-02-06
2026-02-06 20:45:00,2026-02-06 20:55:00,beer,False,False,2026-02-06
2026-02-06 20:55:00,2026-02-06 21:15:00,idle,False,False,2026-02-06
2026-02-06 21:15:00,2026-02-06 21:25:00,beer,False,False,2026-02-06
2026-02-06 21:25:00,2026-02-06 21:45:00,idle,False,False,2026-02-06
2026-02-06 21:45:00,2026-02-06 21:55:00,beer,False,False,2026-02-06
2026-02-06 21:55:00,2026-02-06 22:15:00,idle,False,False,2026-02-06
2026-02-06 22:15:00,2026-02-06 22:25:00,beer,False,False,2026-02-06
2026-02-06 22:25:00,2026-02-06 22:45:00,idle,False,False,2026-02-06
2026-02-06 22:45:00,2026-02-06 22:55:00,beer,False,False,2026-02-06
2026-02-06 22:55:00,2026-02-06 23:15:00,idle,False,False,2026-02-06
2026-02-06 23:15:00,2026-02-06 23:25:00,beer,False,False,2026-02-06
2026-02-06 23:25:00,2026-02-06 23:45:00,idle,False,False,2026-02-06
2026-02-06 23:45:00,2026-02-06 23:55:00,beer,False,False,2026-02-06
2026-02-06 23:55:00,2026-02-07 00:15:00,idle,False,False,2026-02-06
2026-02-07 00:15:00,2026-02-07 00:25:00,beer,False,False,2026-02-06
2026-02-07 00:25:00,2026-02-07 00:45:00,idle,False,False,2026-02-06
2026-02-07 00:45:00,2026-02-07 00:55:00,beer,False,False,2026-02-06
2026-02-07 00:55:00,2026-02-07 02:49:26,idle,False,False,2026-02-06
2026-02-07 02:49:26,2026-02-07 09:55:22,SLEEP_OFFLINE,False,True,2026-02-06
2026-02-07 09:55:22,2026-02-07 09:56:21,sleep,False,True,2026-02-07
2026-02-07 09:56:21,2026-02-07 10:16:17,reveille,False,False,2026-02-07
2026-02-07 10:16:17,2026-02-07 11:03:46,work,True,False,2026-02-07
2026-02-07 11:03:46,2026-02-07 11:13:23,douche,False,False,2026-02-07
2026-02-07 11:13:23,2026-02-07 11:32:47,work,True,False,2026-02-07
2026-02-07 11:32:47,2026-02-07 11:39:56,clope,False,False,2026-02-07
2026-02-07 11:39:56,2026-02-07 12:28:07,marche,False,False,2026-02-07
2026-02-07 12:28:07,2026-02-07 12:35:38,clope,False,False,2026-02-07
2026-02-07 12:35:38,2026-02-07 13:08:40,work,True,False,2026-02-07
2026-02-07 13:08:40,2026-02-07 13:14:59,clope,False,False,2026-02-07
2026-02-07 13:14:59,2026-02-07 14:10:17,work,True,False,2026-02-07
2026-02-07 14:10:17,2026-02-07 14:25:46,clope,False,False,2026-02-07
2026-02-07 14:25:46,2026-02-07 14:28:21,work,True,False,2026-02-07
2026-02-07 14:28:21,2026-02-07 14:32:31,SLEEP_OFFLINE,False,True,2026-02-07
2026-02-07 14:32:31,2026-02-07 14:33:00,sleep,False,True,2026-02-07
2026-02-07 14:33:00,2026-02-07 15:50:31,work,True,False,2026-02-07
2026-02-07 15:50:31,2026-02-07 15:59:08,clope,False,False,2026-02-07
2026-02-07 15:59:08,2026-02-07 18:03:08,work,True,False,2026-02-07
2026-02-07 18:03:08,2026-02-07 18:43:21,clope,False,False,2026-02-07
2026-02-07 18:43:21,2026-02-07 18:58:31,work,True,False,2026-02-07
2026-02-07 18:58:31,2026-02-07 19:05:45,clope,False,False,2026-02-07
2026-02-07 19:05:45,2026-02-07 19:38:19,work,True,False,2026-02-07
2026-02-07 19:38:19,2026-02-07 20:15:42,manger,False,False,2026-02-07
2026-02-07 20:15:42,2026-02-07 21:19:49,work,True,False,2026-02-07
2026-02-07 21:19:49,2026-02-07 21:44:06,clope,False,False,2026-02-07
2026-02-07 21:44:06,2026-02-07 22:22:20,clope,False,False,2026-02-07
2026-02-07 22:22:20,2026-02-07 22:45:10,work,True,False,2026-02-07
2026-02-07 22:45:10,2026-02-07 22:45:12,clope,False,False,2026-02-07
2026-02-07 22:45:12,2026-02-08 00:16:50,work,True,False,2026-02-07
2026-02-08 00:16:50,2026-02-08 00:38:44,clope,False,False,2026-02-07
2026-02-08 00:38:44,2026-02-08 02:00:42,work,True,False,2026-02-07
2026-02-08 02:00:42,2026-02-08 02:36:59,glandouille,False,False,2026-02-07
2026-02-08 02:36:59,2026-02-08 02:54:16,clope,False,False,2026-02-07
2026-02-08 02:54:16,2026-02-08 03:01:06,glandouille,False,False,2026-02-07
2026-02-08 03:01:06,2026-02-08 03:51:10,clope,False,False,2026-02-07
2026-02-08 03:51:10,2026-02-08 10:45:23,sleep,False,True,2026-02-07
2026-02-08 10:45:23,2026-02-08 12:11:35,reveille,False,False,2026-02-08
2026-02-08 12:11:35,2026-02-08 12:23:11,work,True,False,2026-02-08
2026-02-08 12:23:11,2026-02-08 12:31:25,clope,False,False,2026-02-08
2026-02-08 12:31:25,2026-02-08 13:04:35,work,True,False,2026-02-08
2026-02-08 13:04:35,2026-02-08 13:06:48,clope,False,False,2026-02-08
2026-02-08 13:06:48,2026-02-08 13:11:33,glandouille,False,False,2026-02-08
2026-02-08 13:11:33,2026-02-08 13:13:50,work,True,False,2026-02-08
2026-02-08 13:13:50,2026-02-08 13:14:35,manger,False,False,2026-02-08
2026-02-08 13:14:35,2026-02-08 14:21:34,SLEEP_OFFLINE,False,True,2026-02-08
2026-02-08 14:21:34,2026-02-08 14:22:07,sleep,False,True,2026-02-08
2026-02-08 14:22:07,2026-02-08 14:26:38,clope,False,False,2026-02-08
2026-02-08 14:26:38,2026-02-08 14:36:35,work,True,False,2026-02-08
2026-02-08 14:36:35,2026-02-08 15:49:28,marche,False,False,2026-02-08
2026-02-08 15:49:28,2026-02-08 15:58:17,clope,False,False,2026-02-08
2026-02-08 15:58:17,2026-02-08 16:38:47,work,True,False,2026-02-08
2026-02-08 16:38:47,2026-02-08 16:57:08,douche,False,False,2026-02-08
2026-02-08 16:57:08,2026-02-08 18:33:53,work,True,False,2026-02-08
2026-02-08 18:33:53,2026-02-08 18:34:05,clope,False,False,2026-02-08
2026-02-08 18:34:05,2026-02-08 18:55:12,work,True,False,2026-02-08
2026-02-08 18:55:12,2026-02-08 19:00:59,clope,False,False,2026-02-08
2026-02-08 19:00:59,2026-02-08 20:49:09,work,True,False,2026-02-08
2026-02-08 20:49:09,2026-02-08 21:24:29,manger,False,False,2026-02-08
2026-02-08 21:24:29,2026-02-08 22:24:15,clope,False,False,2026-02-08
2026-02-08 22:24:15,2026-02-08 22:24:16,work,True,False,2026-02-08
2026-02-08 22:24:16,2026-02-08 22:24:22,clope,False,False,2026-02-08
2026-02-08 22:24:22,2026-02-08 23:33:37,work,True,False,2026-02-08
2026-02-08 23:33:37,2026-02-08 23:34:02,clope,False,False,2026-02-08
2026-02-08 23:34:02,2026-02-09 00:25:19,work,True,False,2026-02-08
2026-02-09 00:25:19,2026-02-09 00:25:26,clope,False,False,2026-02-08
2026-02-09 00:25:26,2026-02-09 01:11:06,work,True,False,2026-02-08
2026-02-09 01:11:06,2026-02-09 01:11:11,clope,False,False,2026-02-08
2026-02-09 01:11:11,2026-02-09 02:25:26,glandouille,False,False,2026-02-08
2026-02-09 02:25:26,2026-02-09 09:03:12,sleep,False,True,2026-02-08
2026-02-09 09:03:12,2026-02-09 09:48:02,reveille,False,False,2026-02-09
2026-02-09 09:48:02,2026-02-09 10:15:14,menage,False,False,2026-02-09
2026-02-09 10:15:14,2026-02-09 10:28:51,douche,False,False,2026-02-09
2026-02-09 10:28:51,2026-02-09 10:46:57,menage,False,False,2026-02-09
2026-02-09 10:46:57,2026-02-09 10:55:56,clope,False,False,2026-02-09
2026-02-09 10:55:56,2026-02-09 12:25:35,marche,False,False,2026-02-09
2026-02-09 12:25:35,2026-02-09 13:46:01,sport,False,False,2026-02-09
2026-02-09 13:46:01,2026-02-09 13:46:03,clope,False,False,2026-02-09
2026-02-09 13:46:03,2026-02-09 13:46:08,manger,False,False,2026-02-09
2026-02-09 13:46:08,2026-02-09 13:46:13,douche,False,False,2026-02-09
2026-02-09 13:46:13,2026-02-09 14:14:59,work,True,False,2026-02-09
2026-02-09 14:14:59,2026-02-09 14:31:26,clope,False,False,2026-02-09
2026-02-09 14:31:26,2026-02-09 16:30:39,work,True,False,2026-02-09
2026-02-09 16:30:39,2026-02-09 16:43:23,clope,False,False,2026-02-09
2026-02-09 16:43:23,2026-02-09 17:35:53,clope,False,False,2026-02-09
2026-02-09 17:35:53,2026-02-09 18:27:16,work,True,False,2026-02-09
2026-02-09 18:27:16,2026-02-09 18:27:17,clope,False,False,2026-02-09
2026-02-09 18:27:17,2026-02-09 18:29:06,work,True,False,2026-02-09
2026-02-09 18:29:06,2026-02-09 18:30:34,menage,False,False,2026-02-09
2026-02-09 18:30:34,2026-02-09 19:27:37,work,True,False,2026-02-09
2026-02-09 19:27:37,2026-02-09 20:50:56,manger,False,False,2026-02-09
2026-02-09 20:50:56,2026-02-09 20:57:11,work,True,False,2026-02-09
2026-02-09 20:57:11,2026-02-09 20:57:16,clope,False,False,2026-02-09
2026-02-09 20:57:16,2026-02-09 20:57:20,work,True,False,2026-02-09
2026-02-09 20:57:20,2026-02-09 21:09:58,clope,False,False,2026-02-09
2026-02-09 21:09:58,2026-02-09 22:01:05,work,True,False,2026-02-09
2026-02-09 22:01:05,2026-02-09 22:01:08,clope,False,False,2026-02-09
2026-02-09 22:01:08,2026-02-10 00:55:37,work,True,False,2026-02-09
2026-02-10 00:55:37,2026-02-10 02:28:22,clope,False,False,2026-02-09
2026-02-10 02:28:22,2026-02-10 02:48:58,clope,False,False,2026-02-09
2026-02-10 02:48:58,2026-02-10 02:49:00,clope,False,False,2026-02-09
2026-02-10 02:49:00,2026-02-10 03:02:54,glandouille,False,False,2026-02-09
2026-02-10 03:02:54,2026-02-10 03:03:16,sleep,False,True,2026-02-09
2026-02-10 03:03:16,2026-02-10 08:44:21,SLEEP_OFFLINE,False,True,2026-02-09
2026-02-10 08:44:21,2026-02-10 08:45:35,sleep,False,True,2026-02-10
2026-02-10 08:45:35,2026-02-10 09:46:51,reveille,False,False,2026-02-10
2026-02-10 09:46:51,2026-02-10 10:09:58,douche,False,False,2026-02-10
2026-02-10 10:09:58,2026-02-10 10:33:11,work,True,False,2026-02-10
2026-02-10 10:33:11,2026-02-10 10:43:46,clope,False,False,2026-02-10
2026-02-10 10:43:46,2026-02-10 10:47:41,work,True,False,2026-02-10
2026-02-10 10:47:41,2026-02-10 11:00:07,clope,False,False,2026-02-10
2026-02-10 11:00:07,2026-02-10 11:53:17,work,True,False,2026-02-10
2026-02-10 11:53:17,2026-02-10 12:10:04,glandouille,False,False,2026-02-10
2026-02-10 12:10:04,2026-02-10 12:19:51,clope,False,False,2026-02-10
2026-02-10 12:19:51,2026-02-10 12:28:17,work,True,False,2026-02-10
2026-02-10 12:28:17,2026-02-10 13:35:36,marche,False,False,2026-02-10
2026-02-10 13:35:36,2026-02-10 13:36:18,clope,False,False,2026-02-10
2026-02-10 13:36:18,2026-02-10 14:12:30,work,True,False,2026-02-10
2026-02-10 14:12:30,2026-02-10 14:12:45,clope,False,False,2026-02-10
2026-02-10 14:12:45,2026-02-10 14:40:45,work,True,False,2026-02-10
2026-02-10 14:40:45,2026-02-10 14:49:45,clope,False,False,2026-02-10
2026-02-10 14:49:45,2026-02-10 15:02:15,work,True,False,2026-02-10
2026-02-10 15:02:15,2026-02-10 15:11:30,clope,False,False,2026-02-10
2026-02-10 15:11:30,2026-02-10 16:42:29,work,True,False,2026-02-10
2026-02-10 16:42:29,2026-02-10 16:42:36,clope,False,False,2026-02-10
2026-02-10 16:42:36,2026-02-10 17:19:49,menage,False,False,2026-02-10
2026-02-10 17:19:49,2026-02-10 18:19:14,clope,False,False,2026-02-10
2026-02-10 18:19:14,2026-02-10 18:25:42,clope,False,False,2026-02-10
2026-02-10 18:25:42,2026-02-10 20:30:23,work,True,False,2026-02-10
2026-02-10 20:30:23,2026-02-10 20:30:31,clope,False,False,2026-02-10
2026-02-10 20:30:31,2026-02-10 22:27:12,work,True,False,2026-02-10
2026-02-10 22:27:12,2026-02-10 22:27:16,clope,False,False,2026-02-10
2026-02-10 22:27:16,2026-02-10 23:38:29,work,True,False,2026-02-10
2026-02-10 23:38:29,2026-02-10 23:38:46,clope,False,False,2026-02-10
2026-02-10 23:38:46,2026-02-11 00:18:51,work,True,False,2026-02-10
2026-02-11 00:18:51,2026-02-11 01:03:19,clope,False,False,2026-02-10
2026-02-11 01:03:19,2026-02-11 01:03:20,work,True,False,2026-02-10
2026-02-11 01:03:20,2026-02-11 01:03:25,clope,False,False,2026-02-10
2026-02-11 01:03:25,2026-02-11 02:34:56,work,True,False,2026-02-10
2026-02-11 02:34:56,2026-02-11 02:34:59,clope,False,False,2026-02-10
2026-02-11 02:34:59,2026-02-11 03:36:57,work,True,False,2026-02-10
2026-02-11 03:36:57,2026-02-11 05:29:24,sleep,False,True,2026-02-10
2026-02-11 05:29:24,2026-02-11 08:57:05,SLEEP_OFFLINE,False,True,2026-02-11
2026-02-11 08:57:05,2026-02-11 08:57:05,sleep,False,True,2026-02-11
2026-02-11 08:57:05,2026-02-11 08:57:05,reveille,False,False,2026-02-11
2026-02-11 08:57:05,2026-02-11 08:57:22,reveille,False,False,2026-02-11
2026-02-11 08:57:22,2026-02-11 08:59:59,reveille,False,False,2026-02-11
2026-02-11 08:59:59,2026-02-11 09:15:10,douche,False,False,2026-02-11
2026-02-11 09:15:10,2026-02-11 09:21:16,reveille,False,False,2026-02-11
2026-02-11 09:21:16,2026-02-11 10:20:11,marche,False,False,2026-02-11
2026-02-11 10:20:11,2026-02-11 10:49:11,work,True,False,2026-02-11
2026-02-11 10:49:11,2026-02-11 11:20:25,clope,False,False,2026-02-11
2026-02-11 11:20:25,2026-02-11 11:20:29,clope,False,False,2026-02-11
2026-02-11 11:20:29,2026-02-11 12:26:47,work,True,False,2026-02-11
2026-02-11 12:26:47,2026-02-11 12:26:53,clope,False,False,2026-02-11
2026-02-11 12:26:53,2026-02-11 12:42:41,manger,False,False,2026-02-11
2026-02-11 12:42:41,2026-02-11 14:07:36,glandouille,False,False,2026-02-11
2026-02-11 14:07:36,2026-02-11 14:07:38,clope,False,False,2026-02-11
2026-02-11 14:07:38,2026-02-11 15:06:47,marche,False,False,2026-02-11
2026-02-11 15:06:47,2026-02-11 15:11:54,glandouille,False,False,2026-02-11
2026-02-11 15:11:54,2026-02-11 15:43:40,work,True,False,2026-02-11
2026-02-11 15:43:40,2026-02-11 16:07:44,menage,False,False,2026-02-11
2026-02-11 16:07:44,2026-02-11 16:18:03,clope,False,False,2026-02-11
2026-02-11 16:18:03,2026-02-11 17:15:37,work,True,False,2026-02-11
2026-02-11 17:15:37,2026-02-11 17:21:12,clope,False,False,2026-02-11
2026-02-11 17:21:12,2026-02-11 19:37:58,work,True,False,2026-02-11
2026-02-11 19:37:58,2026-02-11 19:37:59,clope,False,False,2026-02-11
2026-02-11 19:37:59,2026-02-11 19:38:23,clope,False,False,2026-02-11
2026-02-11 19:38:23,2026-02-11 20:16:10,manger,False,False,2026-02-11
2026-02-11 20:16:10,2026-02-11 20:43:49,work,True,False,2026-02-11
2026-02-11 20:43:49,2026-02-11 20:44:29,clope,False,False,2026-02-11
2026-02-11 20:44:29,2026-02-11 23:09:17,work,True,False,2026-02-11
2026-02-11 23:09:17,2026-02-11 23:09:25,clope,False,False,2026-02-11
2026-02-11 23:09:25,2026-02-12 00:23:00,glandouille,False,False,2026-02-11
2026-02-12 00:23:00,2026-02-12 07:56:27,sleep,False,True,2026-02-11
2026-02-12 07:56:27,2026-02-12 09:24:29,reveille,False,False,2026-02-12
2026-02-12 09:24:29,2026-02-12 09:51:29,work,True,False,2026-02-12
2026-02-12 09:51:29,2026-02-12 10:06:01,clope,False,False,2026-02-12
2026-02-12 10:06:01,2026-02-12 10:26:53,work,True,False,2026-02-12
2026-02-12 10:26:53,2026-02-12 11:10:53,douche,False,False,2026-02-12
2026-02-12 11:10:53,2026-02-12 11:50:29,work,True,False,2026-02-12
2026-02-12 11:50:29,2026-02-12 12:01:59,clope,False,False,2026-02-12
2026-02-12 12:01:59,2026-02-12 13:04:30,manger,False,False,2026-02-12
2026-02-12 13:04:30,2026-02-12 13:04:32,clope,False,False,2026-02-12
2026-02-12 13:04:32,2026-02-12 13:04:35,clope,False,False,2026-02-12
